4.356125	4.856125
12.770812	13.125187
17.120479	17.786229
20.265417	20.91025
21.982125	22.365417
23.644687	24.544458
25.444458	25.923458
27.399667	27.894271
28.576208	28.975354
30.390708	31.005062
32.908771	33.329396
36.953187	37.306917
42.869625	43.214104
49.288521	50.036292
52.437521	52.833458
53.716396	54.048562
60.8165	61.259083
63.235458	63.557646
71.07225	71.466208
73.072896	73.385937
78.092687	78.793833
84.867229	85.432417
87.717708	88.315292
88.929396	89.733458
94.690625	95.153625
95.183979	102.182625
112.307479	112.705958
114.221125	114.563292
118.514313	118.836458
119.415021	119.862625
120.657375	121.221312
121.629667	121.999062
125.340312	125.681833
132.033604	132.807375
137.295479	137.632688
141.621938	142.064917
146.938521	147.634729
148.804854	149.115354
154.572854	154.950812
159.606896	160.334021
161.150229	161.468417
167.816833	168.366812
182.735812	183.259125
194.158083	194.888146
196.500937	197.081146
198.644104	199.015833
201.153396	201.667
208.132146	208.537896
218.439063	218.886437
221.47875	222.129479
223.773937	224.096792
231.220646	231.754583
244.661396	245.050896
249.073187	249.484146
255.181625	255.504583
261.599375	261.968542
268.193	268.519354
272.849896	273.28375
275.445208	275.811062
278.500896	285.945896
288.266479	288.783917
292.611479	293.282562
295.653792	295.987937
306.069521	306.375437
307.0875	307.621
310.342521	310.762042
316.872521	317.425875
320.478313	320.927667
326.500167	326.871812
335.970042	336.498104
338.660333	338.978083
345.315958	345.769
347.613354	348.042583
349.797188	350.129021
351.3595	351.671208
352.895542	353.267542
355.567854	355.960521
358.709021	359.175771
370.349604	370.727125
374.077583	374.710875
377.043062	377.388375
378.150208	378.844562
380.714229	381.160208
383.121021	390.722542
401.8445	402.331146
410.960604	411.601646
413.737521	414.322375
417.054708	417.367188
420.267833	427.415792
431.799312	432.165354
439.625354	439.942687
442.050146	442.397771
450.40075	450.725458
454.89625	455.389646
458.847792	459.170125
462.835771	463.342896
464.527604	466.17975
467.732146	468.441083
474.926458	482.337562
488.884937	489.254354
490.809812	491.165979
496.73375	497.119083
498.569604	499.433708
514.445833	514.848229
523.028	523.584458
525.355854	525.666604
527.710771	528.026854
535.864	536.498625
539.340083	539.935646
544.240312	544.56525
547.774312	548.101812
550.941479	551.269583
555.975	556.384312
558.585542	558.943271
563.065167	563.396667
578.171833	578.476979
584.951063	585.371042
592.401708	592.743771
594.556812	594.932875
606.679354	607.306271
612.974583	614.109062
615.102125	615.532542
616.4615	617.535542
620.262	621.154937
626.316208	627.482896
631.464313	632.727813
634.261937	634.988438
636.966708	637.836542
647.392708	655.590771
658.372687	658.774333
659.997479	660.658854
664.779479	665.31525
668.074479	668.997979
670.387771	671.496562
677.637396	678.115063
679.5145	679.879875
680.944292	681.351437
685.091708	686.236396
687.70875	688.3415
692.444062	693.545562
706.341187	707.088042
708.762958	709.263458
714.443271	714.861667
714.973042	721.976604
724.601729	724.965792
728.256479	728.570979
732.614896	733.435917
736.693688	737.082333
742.420292	742.737313
746.917708	747.802083
755.253708	756.295792
758.647583	758.970917
760.267542	761.206229
765.053979	765.606
769.759396	770.171708
772.516979	773.343833
781.745396	782.476896
784.825417	785.703875
789.024729	789.432687
790.206437	790.604708
791.875333	792.431375
794.987521	795.323
797.137854	797.448146
799.62375	800.623333
805.323729	806.019625
808.525521	809.210875
811.252937	811.723167
812.764729	813.481812
818.936083	819.682687
823.092896	823.699896
824.490479	825.119917
825.813021	826.439625
834.297354	834.826333
837.586521	838.286042
839.791625	840.14325
841.825979	842.602979
845.580312	846.386083
853.075625	853.472771
854.963229	855.345333
858.229062	858.955083
860.203667	860.654667
862.383354	863.189104
865.147625	865.458
866.099875	866.416146
869.040979	869.423312
871.433146	871.750396
875.745521	876.183979
879.677208	880.180021
881.586354	882.01625
885.946542	886.592604
889.134646	889.438604
895.287792	895.644875
910.230812	910.596063
912.375	912.735458
914.378167	915.074125
915.554833	915.990771
926.781958	927.407187
931.191958	931.813979
934.230583	934.767708
944.764083	945.134271
946.473062	946.868917
948.365063	948.681938
949.903521	950.311229
951.589812	952.048458
953.056583	953.514042
956.579521	957.082396
958.846937	959.228792
963.088979	963.419479
973.968437	974.491771
975.049	975.666854
979.028854	979.389708
981.0625	981.400562
986.263625	986.590146
990.741021	991.129646
994.381333	994.713833
997.240479	997.574333
1001.93225	1002.463604
1010.292896	1010.613146
1012.736979	1013.125563
1016.162333	1016.556021
1019.312	1019.724687
1020.364333	1020.883208
1022.925187	1023.301146
1025.777771	1027.001208
1030.325792	1030.899167
1033.973958	1034.356042
1035.699146	1036.386896
1037.552021	1038.500958
1043.463146	1043.929167
1047.820958	1048.32725
1052.753021	1053.080375
1065.778042	1066.162958
1081.806167	1082.293479
1088.41025	1088.776667
1089.452604	1089.90925
1090.542271	1091.036354
1092.252333	1092.827063
1094.236104	1094.620208
1095.837125	1096.220583
1097.880562	1098.189208
1098.836937	1099.176229
1100.961021	1101.277583
1102.05275	1102.35725
1103.09825	1103.558146
1105.244646	1105.556333
1115.770458	1116.082437
1117.247729	1117.792312
1120.352104	1120.924125
1136.82	1137.293
1143.096646	1143.514646
1172.182188	1172.930896
1177.55075	1178.277479
1179.986292	1180.378062
1184.244521	1184.834021
1190.646542	1191.029292
1193.528042	1194.180333
1195.446604	1196.399854
1202.257854	1202.606167
1206.195667	1206.510687
1211.694792	1212.767208
1217.880271	1218.677062
1221.772479	1222.585479
1228.360396	1228.842917
1229.285813	1229.734771
1231.988771	1232.352729
1236.840167	1237.182229
1243.039479	1243.484417
1245.619375	1246.294354
1251.391	1252.015333
1253.610729	1254.776583
1263.510646	1263.932458
1265.698938	1266.011854
1269.541792	1269.94975
1271.658583	1272.027458
1272.750625	1273.094542
1277.589854	1277.969125
1281.615167	1282.241292
1284.415396	1284.975688
1286.838292	1287.392187
1289.807417	1290.161896
1291.233146	1291.826562
1292.796958	1293.152625
1295.156333	1295.855312
1297.805083	1298.13125
1299.24675	1299.619021
1300.553208	1300.896083
1301.734688	1302.175438
1308.256333	1315.643896
1326.284417	1326.922792
1328.2815	1328.781604
1330.973146	1331.420292
1338.071375	1338.395167
1348.858812	1349.24
1353.187021	1353.689771
1362.612875	1363.547458
1364.105208	1364.681604
1368.075708	1368.977792
1370.699292	1371.485979
1387.173979	1387.502292
1396.623167	1396.936479
1402.080521	1402.526917
1409.96775	1411.291792
1413.841271	1414.27625
1415.944417	1416.474479
1420.222167	1420.6365
1424.360062	1425.169854
1426.146396	1426.613542
1430.222208	1430.955729
1432.233563	1433.355333
1438.031167	1438.534396
1443.913083	1444.229625
1448.119812	1448.685812
1450.953854	1451.511146
1456.211625	1456.693792
1461.711375	1462.150333
1466.780542	1467.206292
1472.657833	1473.335167
1477.729479	1478.137104
1481.417771	1481.718
1493.118208	1493.501792
1503.607542	1504.057542
1513.739187	1514.328812
1518.557104	1518.877562
1523.266854	1523.723687
1525.662042	1526.606729
1528.858	1529.163417
1538.916979	1539.417563
1546.399354	1546.809042
1551.172917	1551.645875
1553.048021	1553.575083
1555.937396	1556.306562
1562.122125	1562.439083
1564.301062	1564.713292
1565.939375	1566.4285
1570.399146	1570.750687
1577.999729	1578.458625
1585.293125	1585.632854
1587.667042	1588.018625
1590.426354	1591.115167
1592.257208	1592.712104
1593.973479	1594.503021
1602.327125	1602.6325
1606.060667	1606.596875
1615.146458	1615.902562
1619.733	1620.980792
1621.681187	1622.519604
1624.631354	1625.218208
1629.692208	1630.27925
1630.945187	1631.251646
1635.756333	1636.075479
1639.756625	1640.504521
1644.7505	1645.256813
1647.312958	1647.926354
1657.690146	1658.653417
1659.417604	1660.273187
1663.376396	1664.008083
1667.55225	1668.151771
1670.201208	1670.587833
1676.230083	1677.049125
1681.067333	1682.1005
1687.463104	1687.964563
1690.405458	1691.547292
1693.240604	1693.775875
1695.538562	1695.92375
1697.183229	1698.030687
1699.883208	1700.384687
1704.267708	1704.904937
1707.961146	1708.660958
1710.16575	1711.220958
1711.867417	1712.270229
1713.588125	1714.120833
1715.643208	1716.018167
1717.541083	1724.519667
1727.374854	1727.961208
1732.37275	1732.963604
1738.064458	1739.005708
1747.102979	1748.162583
1748.781979	1749.134958
1749.666896	1750.738708
1754.162187	1755.183063
1759.60275	1760.034104
1767.600583	1767.955021
1771.393375	1772.797146
1773.907333	1774.232937
1776.198958	1777.205479
1779.377417	1779.746979
1780.444687	1780.755062
